term	meaning	reading
保険証	보험증	ほけんしょう
歩行者	보행자	ほこうしゃ
ほこりまみれ	먼지투성이	ほこりまみれ
誇る	자랑하다	ほこる
綻びる	(솔기 등이) 터지다, (꽃봉오리가) 벌어지다, 미소 짓다	ほころびる
保護	보호	ほご
干し物	널어 말리는 물건	ほしもの
保守的	보수적이다	ほしゅてき
保障	보장	ほしょう
補償	보상	ほしょう
補助金	보조금	ほじょきん
保存食	보존식	ほぞんしょく
発作	발작	ほっさ
発足	발족	ほっそく
発端	발단	ほったん
補填	(손실이나 부족분을) 보전하다	ほてん
ほとり	물가	ほとり
ほどける	풀리다	ほどける
施す	베풀다, 처치 등을 시행하다, 가공이나 장식 등을 하다	ほどこす
程遠い	동떨어지다	ほどとおい
哺乳類	포유류	ほにゅうるい
骨折り	수고	ほねおり
微笑ましい	흐뭇하다	ほほえましい
微笑み	미소	ほほえみ
保留	보류	ほりゅう
捕虜	포로	ほりょ
滅びる	멸망하다	ほろびる
滅ぶ	멸망하다	ほろぶ
滅ぼす	멸망시키다	ほろぼす
本校	본교	ほんこう
本質	본질	ほんしつ
本性	본성	ほんしょう
本筋	본론	ほんすじ
本音	본심	ほんね
本能	본능	ほんのう
本場	본고장	ほんば
本番	실전, 한창	ほんばん
奔放	자유분방하다	ほんぽう
本末転倒	본말전도	ほんまつてんとう
本名	본명	ほんみょう
防衛	방위	ぼうえい
防火	화재 예방	ぼうか
妨害	방해하다	ぼうがい
忘却	망각	ぼうきゃく
紡績	방적	ぼうせき
膨大	방대하다	ぼうだい
膨張	팽창	ぼうちょう
冒頭	서두	ぼうとう
暴動	폭동	ぼうどう
暴風	폭풍	ぼうふう
暴力	폭력	ぼうりょく
募金	모금하다, 기부하다	ぼきん
ぼける	흐려지다, 엉뚱한 말을 하다	ぼける
母語	모어	ぼご
墓地	묘지	ぼち
没収	몰수	ぼっしゅう
没頭	몰두하다	ぼっとう
ぼつぼつ	슬슬, 여기저기	ぼつぼつ
没落	몰락	ぼつらく
ぼやく	투덜거리다	ぼやく
ぼやける	흐려지다	ぼやける
ぽつぽつ	조금씩, 드문드문, 방울방울	ぽつぽつ
埋蔵	매장	まいぞう
前売り	예매	まえうり
前置き	서두	まえおき
前触れ	예고	まえぶれ
前向き	앞을 향함, 긍정적임	まえむき
任す	맡기다	まかす
負かす	이기다	まかす
賄う	조달하다, (식사를) 제공하다	まかなう
巻き込む	말려들게 하다	まきこむ
紛れる	뒤섞이다, (비슷해서) 분간하지 못하다, 잊히다	まぎれる
まく	(씨를) 뿌리다	まく
誠に	참으로	まことに
真心	진심	まごころ
まごつく	당황하다	まごつく
まさしく	틀림없이, 바로	まさしく
摩擦熱	마찰열	まさつねつ
勝る	능가하다	まさる
まして	하물며	まして
交える	섞다, 주고받다, 교차시키다	まじえる
交わる	교차하다, 어울리다	まじわる
麻酔	마취	ますい
跨る	걸터타다, 걸치다	またがる
瞬く間に	눈 깜짝할 사이에	またたくまに
街角	길모퉁이	まちかど
待ち遠しい	몹시 기다려지다	まちどおしい
街並み	거리 풍경	まちなみ
まちまち	제각각이다	まちまち
真っ先	가장 먼저	まっさき
全うする	다하다	まっとうする
松原	솔밭	まつばら
間取り	방 배치	まどり
惑わす	현혹하다	まどわす
免れる	모면하다	まぬかれる
目の当たり	눈앞에서 직접	まのあたり
眩い	눈부시다	まばゆい
まばら	드문드문하다	まばら
麻痺	마비	まひ
幻	환상, 보기 드문 것	まぼろし
まみれ	~투성이	まみれ
まるっきり	완전히	まるっきり
丸々	통통하다, 전부	まるまる
丸める	둥글게 하다, 구슬리다, 반올림하다	まるめる
まろやか	부드럽다	まろやか
蔓延	만연	まんえん
満喫	만끽하다	まんきつ
満月	보름달	まんげつ
満載	가득 싣다	まんさい
まんざら	꼭 그렇지는 않다	まんざら
満場	장내 전체	まんじょう
満場一致	만장일치	まんじょういっち
慢性	만성	まんせい
真ん前	바로 앞	まんまえ
見合わせる	보류하다, 서로 마주 보다	みあわせる
見失う	놓치다	みうしなう
見落とす	간과하다	みおとす
未開	미개하다, 미개척이다	みかい
見返り	대가	みかえり
味覚	미각	みかく
見かける	우연히 보다	みかける
幹	줄기	みき
見極める	끝까지 살펴 알다	みきわめる
見苦しい	보기 흉하다	みぐるしい
見込み	전망	みこみ
未婚化	미혼화	みこんか
見境	분별	みさかい
未熟	미숙하다	みじゅく
微塵	티끌	みじん
みすぼらしい	초라하다	みすぼらしい
水臭い	서먹서먹하다	みずくさい
水気	수분	みずけ
水回り	물 쓰는 곳	みずまわり
見せびらかす	과시하다	みせびらかす
溝	골	みぞ
満たす	채우다	みたす
満たない	(기준이나 수량에) 못 미치다	みたない
見た目	겉모습	みため
未知	미지	みち
道順	경로	みちじゅん
道筋	경로	みちすじ
道端	길가	みちばた
身近	(자신과) 가깝다	みぢか
密集	밀집	みっしゅう
みっしり	철저히, 빽빽하게	みっしり
みっちり	빽빽하게, 철저히	みっちり
密封	밀봉	みっぷう
密度	밀도	みつど
見積もる	어림잡다	みつもる
密輸	밀수	みつゆ
未定	미정	みてい
見通し	전망	みとおし
見なす	간주하다	みなす
源	근원	みなもと
身なり	옷차림	みなり
見抜く	간파하다	みぬく
峰	봉우리	みね
身の上	신세	みのうえ
身の回り	신변, 소지품	みのまわり
見計らう	알아서 적절히 고르다	みはからう
見晴らし	전망	みはらし
見開く	눈을 크게 뜨다	みひらく
身振り手振り	몸짓	みぶりてぶり
見目よい	잘생기다	みめよい
脈絡	맥락	みゃくらく
見破る	간파하다	みやぶる
魅了	매료	みりょう
未練	미련	みれん
民宿	민박	みんしゅく
民主主義	민주주의	みんしゅしゅぎ
民族	민족	みんぞく
無為	무위	むい
無意識	무의식	むいしき
無意味	무의미하다	むいみ
無縁	인연이 없다	むえん
無効	무효이다	むこう
無言	말이 없음	むごん
貪る	탐하다	むさぼる
むしゃくしゃ	짜증나다	むしゃくしゃ
無償	무상	むしょう
無性に	까닭 없이 몹시	むしょうに
むしる	쥐어뜯다	むしる
無心	순진하다, 잡념이 없다	むしん
無神経	무신경하다	むしんけい
無邪気	천진난만하다	むじゃき
無条件	무조건	むじょうけん
結びつける	묶다	むすびつける
無造作	손쉽게, 아무렇게나	むぞうさ
無駄にする	낭비하다	むだにする
無断	무단	むだん
無知	무지하다	むち
無茶	터무니없다, 무모하다, 엄청나게(無茶に)	むちゃ
むっと	발끈하다, 후텁지근하다	むっと
無念	분하다	むねん
無能	무능하다	むのう
無農薬	무농약	むのうやく
無謀	무모하다	むぼう
無闇	함부로(無闇に), 지나치게(無闇に)	むやみ
無闇に	함부로, 지나치게	むやみに
無用	필요 없다, 쓸모없다	むよう
群がる	떼 지어 모이다	むらがる
紫芋	자색 고구마	むらさきいも
無理強い	강제	むりじい
無論	물론	むろん
姪	조카딸	めい
明暗	명암	めいあん
明快	명쾌하다	めいかい
明細書	명세서	めいさいしょ
名産	특산물	めいさん
名称	명칭	めいしょう
迷信	미신	めいしん
命中	명중	めいちゅう
明白	명백하다	めいはく
名簿	명부	めいぼ
めいめい	각자	めいめい
名誉	명예	めいよ
明瞭	명료하다	めいりょう
明朗	명랑하다, 공정하다	めいろう
迷惑メール	스팸 메일	めいわくメール
めきめき	눈에 띄게	めきめき
恵み	은혜	めぐみ
巡り	순회, 순환	めぐり
巡る	돌다, 둘러싸다	めぐる
目先	눈앞	めさき
目覚ましい	(활약이나 발전이) 눈부시다	めざましい
滅亡	멸망	めつぼう
目処	목표, 전망	めど
目鼻	눈과 코, 윤곽	めはな
目まぐるしい	눈이 핑핑 돌 만큼 빠르다	めまぐるしい
目盛り	눈금	めもり
目安	기준, 어림값	めやす
免疫力	면역력	めんえきりょく
面会	면회	めんかい
免許証	면허증	めんきょしょう
面識	면식	めんしき
免除	면제	めんじょ
面倒を見る	돌봐 주다	めんどうをみる
面目	면목	めんぼく
綿密	면밀하다	めんみつ
儲け	이익	もうけ
設ける	마련하다	もうける
申し出る	제의하다, 신청하다	もうしでる
申し分ない	나무랄 데 없다	もうしぶんない
猛暑	폭염	もうしょ
盲点	맹점	もうてん
猛反対	강력한 반대	もうはんたい
網羅	망라	もうら
猛烈	맹렬하다	もうれつ
猛練習	맹연습	もうれんしゅう
猛～	맹렬하다	もう～
もがく	몸부림치다	もがく
木造建築	목조 건축	もくぞうけんちく
目標値	목표치	もくひょうち
目録	목록	もくろく
目論見	계획	もくろみ
目論む	계획하다	もくろむ
模型	모형	もけい
猛者	강자	もさ
模索	모색하다	もさく
もしかして	혹시	もしかして
もしくは	또는	もしくは
もたらす	가져오다	もたらす
持ち帰り	테이크아웃	もちかえり
持ちきり	온통 그 이야기뿐임	もちきり
喪中	상중	もちゅう
目下	현재	もっか
もっともらしい	그럴듯하다	もっともらしい
もっぱら	주로, 오로지	もっぱら
持て余す	감당하지 못하다	もてあます
もてる	소유, 인기가 있다, 오래가다	もてる
もとより	처음부터, 물론	もとより
もどかしい	답답하다	もどかしい
物事	여러 가지 일	ものごと
もはや	이미	もはや
喪服	상복	もふく
模倣	모방	もほう
揉める	옥신각신하다	もめる
漏らす	새게 하다, 빠뜨리다	もらす
盛り込む	담다	もりこむ
脆い	부서지기 쉽다, 마음이 약하다	もろい
もろに	정면으로	もろに
役員	임원	やくいん
薬剤師	약사	やくざいし
躍進	약진	やくしん
役場	지방 관공서	やくば
焼け石に水	언 발에 오줌 누기	やけいしにみず
やけに	유난히	やけに
屋敷	저택	やしき
野心	야심	やしん
痩せ衰える	야위어 쇠약해지다	やせおとろえる
やたら	함부로, 몹시	やたら
厄介	성가시다	やっかい
やつれる	수척해지다	やつれる
野党	야당	やとう
病	병	やまい
闇	어둠, 암거래	やみ
やむを得ず	어쩔 수 없이	やむをえず
ややこしい	복잡하다	ややこしい
やり遂げる	끝까지 해내다	やりとげる
和らぐ	누그러지다	やわらぐ
和らげる	완화하다	やわらげる
やんわり	부드럽게	やんわり
由緒	유서	ゆいしょ
優位	우위	ゆうい
憂鬱	우울하다	ゆううつ
有益	유익하다	ゆうえき
優越	우월	ゆうえつ
優越感	우월감	ゆうえつかん
誘拐	유괴	ゆうかい
勇敢	용감하다	ゆうかん
優雅	우아하다, 여유롭다	ゆうが
有機	유기	ゆうき
有給休暇	유급휴가	ゆうきゅうきゅうか
友好	우호	ゆうこう
融合	융합	ゆうごう
融資	융자	ゆうし
優柔不断	우유부단하다	ゆうじゅうふだん
有数	손꼽히다	ゆうすう
融通	(돈을) 융통하다, 융통성	ゆうずう
優勢	우세하다	ゆうせい
優先	우선	ゆうせん
遊説	유세	ゆうぜい
雄大	웅대하다	ゆうだい
誘致	유치	ゆうち
悠長	느긋하다	ゆうちょう
誘導	유도	ゆうどう
優美	우아하다	ゆうび
有望	유망하다	ゆうぼう
夕闇	땅거미	ゆうやみ
憂慮	우려	ゆうりょ
有力	유력하다	ゆうりょく
幽霊	유령	ゆうれい
優劣	우열	ゆうれつ
誘惑	유혹	ゆうわく
故に	따라서	ゆえに
歪む	뒤틀리다	ゆがむ
行き交う	오가다	ゆきかう
行き違い	오해	ゆきちがい・いきちがい
行き詰まる	막다르다	ゆきづまる
行き届く	빈틈없이 잘 되어 있다	ゆきとどく
雪解け	눈이 녹음	ゆきどけ
揺さぶる	흔들다	ゆさぶる
茹でる	삶다	ゆでる
ゆとり	여유	ゆとり
由来	유래	ゆらい
揺らぐ	흔들리다	ゆらぐ
揺り籠	요람	ゆりかご
揺るがす	뒤흔들다	ゆるがす
緩む	느슨해지다	ゆるむ
緩める	느슨하게 하다, 완화하다, (속도를) 늦추다	ゆるめる
緩やか	완만하다, 느슨하다	ゆるやか
容易	용이하다	ようい
要因	요인	よういん
要旨	요지	ようし
様式	양식	ようしき
幼少期	어린 시절	ようしょうき
要する	요하다	ようする
要請	요청	ようせい
養成	양성	ようせい
様相	양상	ようそう
洋風	서양식	ようふう
要望	요망	ようぼう
余暇	여가	よか
余興	여흥	よきょう
抑制	억제	よくせい
欲深	욕심이 많다	よくふか
欲深い	욕심이 많다	よくふかい
欲望	욕망	よくぼう
避ける	피하다, 치우다	よける
予言	예언	よげん
横綱	요코즈나, 최고봉	よこづな
良し悪し	좋고 나쁨	よしあし
装う	치장하다, 가장하다	よそおう
よそよそしい	서먹서먹하다	よそよそしい
予断	예단	よだん
余地	여지	よち
余波	여파	よは
余白	여백	よはく
夜更かし	밤늦게까지 자지 않다	よふかし
よほど	상당히	よほど
予防接種	예방접종	よぼうせっしゅ
読み上げる	낭독하다	よみあげる
蘇る	되살아나다	よみがえる
余裕	여유	よゆう
余力	여력	よりょく
喜ばしい	기쁘다	よろこばしい
世論	여론	よろん
落胆	낙담	らくたん
酪農	낙농	らくのう
羅針盤	나침반	らしんばん
楽観	낙관	らっかん
楽観的	낙관적이다	らっかんてき
濫用	남용	らんよう
陸上	육상	りくじょう
利子	이자	りし
利潤	이윤	りじゅん
理性的	이성적이다	りせいてき
